基金代码,基金名称,1月(%) (总回报率),3月(%) (总回报率),6月(%) (总回报率),1年(%) (年化回报率),2年(%) (年化回报率),今年以来(%) (总回报率),设立以来(%)(总回报率),类型
161025,富国中证移动互联网,-14.74,-22.09,-27.34,-37.2,-20.71,-33.91,-33.42,股票型
161819,银华中证内地资源主题,-9.83,-11.88,-19.6,-28.74,-8.01,-27.25,-43.27,股票型
001541,汇添富民营新动力股票,-13.17,-24.05,-27.22,-35.7,-15.1,-33.76,-32.1,股票型
050013,博时上证超大盘ETF联接,-7.79,-4.44,-5.95,-12.32,5.07,-12.34,-8.82,股票型
002316,创金合信中证500指数增强C,-11.34,-18.06,-24.24,-27.42,-10.82,-26.45,-23.73,股票型
004784,招商稳健优选股票,-15.26,-18.29,-25.14,-31.93,0,-32.36,-31.86,股票型
005813,华安CES港股通精选100ETF联接A,-10.83,-13.2,0,0,0,-12.72,-12.72,股票型
001178,前海开源再融资主题精选股票,-9.67,-15.93,-19.98,-22,-1.66,-21.04,8.6,股票型
050024,博时上证自然资源ETF联接,-8.5,-9.04,-16.63,-23.6,-5.84,-24.63,-40.33,股票型
002386,工银瑞信中国制造2025股票,-11.01,-14.88,-15.73,-23.61,0,-22.7,-15.9,股票型
002333,汇丰晋信沪港深股票C,-11.36,-18.66,-20.92,-25.19,0,-27.28,-6.91,股票型
001409,工银瑞信互联网加股票,-15.95,-24.25,-28.53,-41.44,-29.7,-37.68,-74.7,股票型
003745,广发多元新兴股票,-16.62,-21.88,-19.3,-33.5,0,-30.46,-24.18,股票型
001050,汇添富成长多因子量化策略股票,-11.21,-18.2,-22.39,-26.37,-14.01,-23.83,-13.7,股票型
001649,工银瑞信工业4.0股票,-13.88,-19.47,-23.11,-28.52,0,-29.34,-26.8,股票型
240005,华宝多策略增长,-7.87,-13.25,-19.3,-24.61,-10.27,-23.95,323.82,股票型
160629,鹏华中证传媒指数分级,-10.33,-20.12,-31.71,-38.81,-31.56,-35.68,-46.17,股票型
000729,建信中小盘先锋股票,-9.93,-18.99,-26.24,-30.21,-14.17,-27.47,8.8,股票型
161211,国投瑞银沪深300金融地产ETF联接,-1.85,1.74,-3.1,-7.87,4.5,-8.82,73.77,股票型
160814,长盛中证金融地产指数分级,-4.1,-0.28,-5.97,-12.39,0.23,-12.55,-21.34,股票型
005761,招商MSCI中国A股国际通指数A,-9.34,-10.21,-11.75,0,0,-11.67,-11.67,股票型
001028,华安物联网主题股票,-12.97,-20.9,-26.49,-32.91,-18.71,-30.26,-47,股票型
160634,鹏华中证环保产业指数分级,-11.76,-22.06,-33.04,-43.58,-20.58,-39.52,-52.82,股票型
161723,招商中证银行指数分级,-0.88,3.62,-0.13,-2.94,7.32,-3.67,4.29,股票型
020021,国泰上证180金融ETF联接,-1.94,1.61,-2.47,-8.67,4.87,-8.43,57.75,股票型
000803,工银瑞信研究精选股票,-10.4,-13.52,-17.37,-24.29,-8.19,-23.6,9.4,股票型
162412,华宝中证医疗指数分级,-14.92,-21.55,-26.21,-16.95,-14.87,-12.38,-69.41,股票型
519975,长信量化中小盘股票,-12.02,-19.06,-23.62,-34.26,-24.21,-30.99,-12.55,股票型
540009,汇丰晋信消费红利股票,-10.85,-17.78,-20.49,-21.43,4.77,-23.32,6.58,股票型
001126,上投摩根卓越制造股票,-9.4,-14.65,-19.7,-32.14,-13.96,-26.8,-47,股票型
000985,嘉实逆向策略股票,-11.1,-16.74,-29.92,-36.38,-14.43,-37.91,-19.9,股票型
003017,广发中证军工ETF联接A,-11.74,-13.65,-23.94,-29.72,-21.16,-24.66,-38.15,股票型
519671,银河沪深300价值,-6.96,-4.71,-6.47,-8.87,9.91,-11.27,41.7,股票型
160637,鹏华创业板指数分级,-10.67,-20.7,-29.11,-34.16,-24.17,-26.99,-62.83,股票型
003766,广发创业板ETF联接C,-10.37,-19.96,-27.62,-30.39,0,-25.36,-27.17,股票型
000916,前海开源股息率100强等权重股票,-7.88,-11.05,-14.09,-18.85,-4.21,-17.82,22.31,股票型
001351,诺安中证500ETF联接,-10.81,-16.54,-24.9,-32.24,-17.78,-29.56,-40.09,股票型
000697,汇添富移动互联股票,-16.68,-28.59,-35.94,-39.86,-25.58,-31.53,-11.6,股票型
005530,汇添富价值多因子量化策略股票,-8.8,-12.9,-14.55,0,0,-14.48,-14.48,股票型
165515,信诚沪深300指数分级,-8.8,-10.44,-13.66,-18.71,0.51,-19.44,25.24,股票型
003646,创金合信中证1000指数增强A,-10.62,-18.07,-25.48,-31.03,0,-26.5,-28.28,股票型
004292,鹏华沪深港互联网股票,-9.26,-18.77,-21.38,-22.74,0,-25.85,-7.07,股票型
001426,南方大数据300指数C,-9.37,-13.54,-17.09,-25.92,-5.86,-24.25,-13.64,股票型
003884,汇安沪深300指数增强A,-6.25,-6.16,0,0,0,-6.71,-6.71,股票型
160615,鹏华沪深300指数(LOF),-9.58,-11.07,-14.85,-19.58,0.08,-19.83,36.33,股票型
165806,东吴沪深300指数A,-10.03,-12.06,0,0,0,-8.98,-8.98,股票型
001186,富国文体健康股票,-9.81,-16.97,-21.31,-14.65,1.61,-20.25,-17.3,股票型
160639,鹏华中证高铁产业指数分级,-9.82,-9.84,-19.04,-34.07,-18.3,-30.02,-67.58,股票型
161029,富国中证银行指数分级,-0.89,3.42,-0.7,-3.42,5.7,-4.04,6.31,股票型
005608,华宝中证500指数增强C,-10.05,-15.37,-22.58,0,0,-22.56,-22.56,股票型
005870,鹏华沪深300指数增强,-11.44,-14.03,0,0,0,-18.21,-19.63,股票型
001291,摩根士丹利华鑫量化多策略股票,-9.08,-13.63,-19.37,-27.8,-18.29,-25.54,-30.9,股票型
001473,建信大安全战略精选股票,-12.05,-18.69,-19.84,-27.47,-5.2,-28.08,3.61,股票型
002334,汇丰晋信大盘波动精选股票A,-7.86,-9.18,-14.09,-18.11,0.78,-16.48,12.68,股票型
004195,招商中证1000指数增强C,-11.69,-20.27,-27.7,-33.85,0,-30.47,-35.47,股票型
161017,富国中证500指数增强(LOF),-11.38,-17.54,-22.61,-28.59,-11.23,-26.64,63.6,股票型
001878,嘉实沪港深精选股票,-11.94,-18.29,-22.19,-25.25,3.28,-28.03,25.66,股票型
501007,汇添富中证互联网医疗主题指数(LOF)A,-15.6,-22.74,-29.61,-19.9,0,-18.24,-25.19,股票型
001054,工银瑞信新金融股票,-7.31,-9.61,-18.15,-18.98,-7.24,-17.84,-12.5,股票型
240014,华宝中证100,-8.34,-7.98,-10.09,-14.64,6.49,-15.73,14.55,股票型
161030,富国中证体育产业指数分级,-12.4,-21.39,-30.02,-41.98,-30.75,-33.21,-62.02,股票型
164905,交银国证新能源,-12.85,-19.78,-28.99,-41.16,-21.28,-36.96,-45.96,股票型
165519,信诚中证800医药指数分级,-14.33,-19.85,-23.78,-19.09,-1.86,-19.68,27.96,股票型
001496,工银瑞信聚焦30股票,-7.55,-9.37,-13.04,-23.18,-18.53,-20.32,-40,股票型
001245,工银瑞信生态环境行业股票,-11.2,-13.72,-20.15,-35.65,-22.51,-30.05,-45.3,股票型
160133,南方天元新产业股票(LOF),-12.36,-16.43,-15.31,-16.13,2.02,-18.65,87.71,股票型
501058,汇添富中证新能源汽车产业指数(LOF)C,-15.06,-22.54,0,0,0,-25.24,-25.24,股票型
001663,中银互联网+股票,-9.61,-13.76,-20.84,-28.81,-7.6,-28.61,-22.9,股票型
000457,上投摩根核心成长股票,-12.11,-25.46,-34.34,-43.06,-10.12,-41.93,46.69,股票型
240016,华宝上证180价值ETF联接,-4.67,-1.92,-2.85,-6.68,8.74,-8.31,67.99,股票型
160221,国泰国证有色金属行业,-11.51,-19.11,-30.44,-40.6,-17.35,-38.05,-49.67,股票型
005635,博时量化多策略股票A,-7.64,-11.89,-15.87,0,0,-16.31,-16.31,股票型
001718,工银瑞信物流产业股票,-9.36,-11.99,-13.65,-19.02,0.23,-18.36,9.4,股票型
690008,民生加银中证内地资源主题,-9.51,-11.61,-19.23,-26.36,-6.19,-26.36,-39.1,股票型
161031,富国中证工业4.0指数分级,-14.03,-21.36,-29.09,-40.14,-24.06,-34.83,-65.6,股票型
000311,景顺长城沪深300增强,-8.47,-11.43,-14.47,-18.88,4.16,-19.73,99.63,股票型
161720,招商中证全指证券公司,-0.77,-4.19,-17.15,-31.02,-19.8,-23.2,-54.06,股票型
005789,南方MSCI中国A股国际通ETF联接C,-9.29,-10.59,0,0,0,-8.53,-8.53,股票型
001208,诺安低碳经济股票,-7.27,-9.94,-11.1,-9.94,9.31,-13.09,-3.1,股票型
160417,华安沪深300指数分级,-8.8,-10.41,-14.3,-19.13,-0.6,-19.7,29.08,股票型
003876,华宝沪深300指数增强,-9.88,-10.81,-13.3,-17.99,0,-19.74,3.1,股票型
001974,景顺长城量化新动力股票,-9.36,-12.59,-14.09,-15.42,7.26,-17.12,20.1,股票型
160631,鹏华中证银行指数分级,-0.98,3.76,-0.55,-4.43,4.86,-4.41,-2.62,股票型
002236,大成中证360互联网+大数据100指数A,-11.54,-17.76,-30.64,-37.57,-24.08,-32.29,-28.7,股票型
161033,富国中证智能汽车指数(LOF),-10.18,-16.3,-22.96,-40.43,-18.78,-34.85,-31.2,股票型
000793,工银瑞信高端制造行业股票,-17.23,-26.15,-31.46,-44.8,-23.96,-41.96,-39,股票型
162711,广发中证500ETF联接(LOF)A,-12.37,-19.26,-26.15,-34.32,-17.53,-30.71,-8.01,股票型
000746,招商行业精选股票,-13.72,-15.4,-18.9,-26.02,-4.14,-28.21,21.4,股票型
001188,鹏华改革红利股票,-8.04,-11.21,-13.65,-18.53,-5.83,-20.59,-27.9,股票型
004241,中欧时代先锋股票C,-6.82,-9.36,-13.97,-11.58,0,-11.63,16.38,股票型
005662,嘉实金融精选股票A,-3.9,-0.08,1.79,0,0,-0.1,-0.1,股票型
501303,广发港股通恒生综合中型股(LOF)A,-12.29,-15.68,-15.35,-21.13,0,-21.21,-20.83,股票型
001764,广发沪港深新机遇股票,-16.3,-22.1,-22.24,-27.47,-4.47,-28.71,-7.09,股票型
005960,博时量化价值股票A,-6.29,-7.82,0,0,0,-7.79,-7.79,股票型
160808,长盛同瑞中证200指数分级,-13.03,-20.07,-25.52,-32.65,-15.24,-30.55,-17.15,股票型
001539,嘉实中证金融地产ETF联接A,-2.12,0.9,-5.51,-12.4,-0.16,-12.7,10.69,股票型
001313,上投摩根智慧互联股票,-9.49,-21.49,-28.97,-39.91,-14.59,-31.33,-48.5,股票型
004616,中欧电子信息产业沪港深股票A,-8.64,-8.83,-14.55,-15.62,0,-15.96,-8.42,股票型
004997,广发高端制造股票,-10.25,-19.49,-26.28,-33.71,0,-36.01,-31.06,股票型
004193,招商中证500指数增强C,-10.71,-17.01,-25.13,-33.65,0,-30.43,-22.52,股票型
005832,景顺长城MSCI中国A股国际通ETF联接,-9.01,-10.34,0,0,0,-15.31,-15.31,股票型
005554,南方恒生中国企业ETF联接A,-8.18,-7.11,-6.57,0,0,-9.15,-9.15,股票型
590007,中邮上证380指数增强,-13.48,-19.35,-24.05,-32.37,-19.12,-29.31,18.51,股票型
000471,富国城镇发展股票,-14.01,-20.74,-35.05,-48.69,-29.95,-43.98,23.1,股票型
001048,富国新兴产业股票,-8.88,-17.87,-23.66,-32.19,-6.8,-31.75,-3.5,股票型
160136,南方中证国有企业改革,-13.17,-15.51,-17.65,-24.98,-4.79,-24.33,-45.21,股票型
160516,博时中证800证券保险,-3.23,-3.16,-11.22,-24.98,-7.26,-21.06,-38.36,股票型
470007,汇添富上证综合指数,-8.03,-7.84,-11.23,-18.26,-3.27,-16.69,0.71,股票型
005063,广发中证全指家用电器指数A,-13.91,-22.72,-27.39,-32.15,0,-32.78,-27.52,股票型
001237,博时上证50ETF联接A,-6.94,-4.45,-6.21,-11.22,6.14,-13.02,-13.71,股票型
000059,国联安中证医药100指数A,-13.34,-23.29,-29.23,-27.55,-15.05,-24.87,14.95,股票型
000893,工银瑞信创新动力股票,-13.14,-20.8,-28.21,-36.62,-27.79,-34.34,-52.4,股票型
501306,汇添富中证港股通高股息投资指数(LOF)C,-11.93,-17.59,-16.78,0,0,-19.93,-19.66,股票型
002861,工银瑞信智能制造股票,-14.29,-19.79,-31,-41.32,0,-40.58,-38.8,股票型
001482,上投摩根新兴服务股票,-10.28,-15.2,-21.68,-31.72,-7.82,-26.85,-18,股票型
005762,招商MSCI中国A股国际通指数C,-9.37,-10.31,-11.97,0,0,-11.91,-11.91,股票型
040002,华安中国A股增强指数,-10.89,-14.96,-20.05,-25.49,-5.24,-26.02,275.04,股票型
005267,嘉实价值精选股票,-10.92,-14.54,-14.1,0,0,-17.52,-14.85,股票型
002335,汇丰晋信大盘波动精选股票C,-7.9,-9.3,-14.33,-18.44,0.45,-16.81,11.38,股票型
000312,华安沪深300量化增强A,-10.44,-13.41,-14.35,-18.59,1.97,-19.47,54.42,股票型
000854,鹏华养老产业股票,-22.06,-28.76,-26.43,-28.16,-0.13,-30.98,19.4,股票型
160628,鹏华中证800地产指数分级,-4.38,-5.62,-18.47,-19.89,-6.54,-22.87,34.41,股票型
001039,嘉实先进制造股票,-11.1,-17.61,-23.96,-32.03,-12.44,-30.02,-35.9,股票型
164818,工银瑞信中证传媒指数分级,-10.77,-22.05,-32.83,-44.58,-34.83,-36.33,-78.89,股票型
004996,广发港股通恒生综合中型股(LOF)C,-12.32,-15.79,-15.58,-21.45,0,-21.52,-20.95,股票型
163808,中银中证100指数增强,-8.24,-7.66,-9.16,-13.4,7.79,-14.72,18.17,股票型
001714,工银瑞信文体产业股票,-9.91,-12.75,-13.58,-12.15,2.61,-13.75,27.3,股票型
161227,国投瑞银瑞福深证100指数(LOF),-11.82,-17.96,-24.33,-31.81,-10.13,-30.78,-26.41,股票型
501005,汇添富中证精准医疗主题指数A(LOF),-15.55,-22.57,-33.9,-29.63,-19.41,-28.46,-31.55,股票型
001579,国泰大农业股票,-10.13,-12.1,-13.33,-12.18,0,-15.86,-7.7,股票型
160616,鹏华中证500指数(LOF),-12.07,-17.92,-26.18,-33.31,-15.84,-30.97,-7.5,股票型
005457,景顺长城量化小盘股票,-9.42,-18.64,-27.03,0,0,-22.35,-22.35,股票型
000975,华夏MSCI中国A股国际通ETF联接A,-9,-11.02,-15.71,-21.5,-3.81,-21.08,-12,股票型
217017,招商上证消费80ETF联接A,-18.36,-21.65,-21.88,-24.45,-1.81,-24.92,19.83,股票型
001421,南方量化成长股票,-11.53,-17.8,-25.41,-32.14,-21.34,-29.3,-18.7,股票型
540008,汇丰晋信低碳先锋股票,-16.77,-29.45,-35.61,-49.36,-28.34,-41.69,-3.8,股票型
340006,兴全全球视野股票,-9.9,-15.3,-20.46,-19.98,-15.36,-22.96,383.11,股票型
005814,华安CES港股通精选100ETF联接C,-10.85,-13.27,0,0,0,-11.51,-11.51,股票型
161631,融通中证人工智能主题指数(LOF),-14.14,-21.67,-32.6,-32.6,0,-30.99,-28.15,股票型
240019,华宝上证180成长ETF联接,-9.38,-8.84,-8.18,-10.45,5.04,-13.44,52.6,股票型
001162,前海开源优势蓝筹股票A,-9.69,-18.43,-19.69,-23.84,-0.56,-27.1,-11.5,股票型
001637,嘉实腾讯自选股大数据策略股票,-10.34,-16.53,-22.9,-30.18,-14.63,-27.91,-20.2,股票型
004450,嘉实前沿科技沪港深股票,-15.68,-23.36,-25.1,-24.43,0,-25.96,-10.07,股票型
003194,汇添富中证上海国企ETF联接,-8.35,-10.31,-12.95,-25.32,-11.3,-19.14,-21.15,股票型
006063,景顺长城MSCI中国A股国际通指数增强,-10.17,-12.34,0,0,0,-10.53,-10.53,股票型
005052,上投摩根标普港股通低波红利指数C,-8.16,-8.45,-4.52,0,0,-7.08,-6.5,股票型
270010,广发沪深300ETF联接A,-9.74,-11.38,-15.48,-20.65,-1.82,-20.84,5.74,股票型
110019,易方达深证100ETF联接A,-11.96,-18.16,-24.29,-31,-8.56,-30.74,-14.66,股票型
003299,嘉实物流产业股票C,-8.23,-10.82,-16.44,-18.39,0,-19.92,-1.9,股票型
001528,诺安先进制造股票,-9.05,-10.82,-10.7,-11.81,8.29,-14.3,27.7,股票型
110003,易方达上证50指数A,-11.6,-8.9,-7.5,-10.1,10.43,-14.37,284.79,股票型
003298,嘉实物流产业股票A,-8.2,-10.78,-16.31,-18.26,0,-19.72,-1.5,股票型
519714,交银施罗德消费新驱动股票,-14.55,-16.94,-19.27,-16.38,2.9,-16.7,12.9,股票型
519686,交银上证180公司治理ETF联接,-7.19,-5.57,-7.42,-13.74,2.75,-14.39,13.6,股票型
002121,广发沪港深新起点股票,-12.06,-20.37,-19.46,-16.13,0,-21.9,13.48,股票型
519117,浦银安盛基本面400,-9.72,-15.06,-21.5,-29.53,-13.86,-27.18,17.9,股票型
004410,招商央视财经50指数C,-11.59,-14.51,-17,-19.67,0,-21.68,-9.92,股票型
519965,长信量化多策略股票A,-9.51,-14.92,-19.25,-24.8,-13.76,-23.66,-4.8,股票型
006002,工银瑞信医药健康行业股票A,-2.09,-2.08,0,0,0,-2.08,-2.08,股票型
001790,国泰智能汽车股票,-15.49,-24.84,-24.92,-35.59,0,-29.57,-30.7,股票型
162213,泰达宏利沪深300指数增强A,-10.12,-11.09,-14.3,0,0,-20.19,-20.19,股票型
004995,广发品牌消费股票,-19.18,-25.72,-25.26,0,0,-31.33,-31.63,股票型
320020,诺安策略精选股票,-0.05,-0.16,0,0,0,-0.23,0.98,股票型
000979,景顺长城沪港深精选股票,-6.91,-8.8,-10.95,-14.74,2.93,-16.92,-5.7,股票型
001696,南方智造未来股票,-12.79,-16.79,-19.48,-23.56,0,-23.78,-20.2,股票型
519180,万家180,-8.02,-7.69,-10.54,-16.54,0.15,-16.59,214.2,股票型
161816,银华中证等权90指数分级,-8.06,-10.27,-18.55,-27.01,-8.4,-25.2,-21.71,股票型
502053,长盛中证全指证券公司,-0.57,-3.91,-16.76,-30.87,-19.47,-23.02,-29.44,股票型
050021,博时深证基本面200ETF联接,-8.32,-12.64,-18.99,-25.37,-3.67,-25.73,11.25,股票型
005561,创金合信中证红利低波动指数A,-9.49,-10.61,-16.1,0,0,-16,-16,股票型
161217,国投瑞银中证资源指数(LOF),-9.44,-9.85,-16.32,-22.83,-2.27,-23.32,-40.5,股票型
160420,华安创业板50指数分级,-12.97,-24.04,-33.33,-46.11,-35.71,-32.83,-78.76,股票型
005051,上投摩根标普港股通低波红利指数A,-8.13,-8.35,-4.29,0,0,-6.77,-6.15,股票型
000513,富国高端制造行业股票,-13.82,-20.11,-23.47,-28.6,-9.39,-30.43,21.6,股票型
040180,华安上证180ETF联接,-7.92,-7.51,-10.22,-15.96,0.59,-16.12,19.88,股票型
100032,富国中证红利指数增强,-8.33,-10.13,-12.19,-16.82,1.53,-16.7,168.97,股票型
160415,华安深证300指数(LOF),-12.39,-22.31,-30.5,-36.42,-17.62,-35.09,-14.55,股票型
502048,易方达上证50指数分级,-6.87,-4.41,-6.19,-11.12,6.37,-12.64,-19.11,股票型
160643,鹏华中证空天一体军工指数(LOF),-12.08,-14.4,-26.18,-29.57,0,-24.64,-29.99,股票型
000942,广发中证全指信息技术ETF联接A,-12.55,-22.27,-30.57,-35.69,-20.44,-31.54,-29.6,股票型
005064,广发中证全指家用电器指数C,-13.92,-22.74,-27.43,-32.27,0,-32.88,-27.68,股票型
001044,嘉实新消费股票,-13.77,-21.54,-20.16,-17.96,7.36,-18.96,13.3,股票型
202025,南方上证380ETF联接,-13.06,-18.64,-24.15,-29.76,-14.26,-28.5,8.95,股票型
002210,创金合信量化多因子股票A,-10.32,-16.61,-22.3,-29.66,-18,-25.66,-15.42,股票型
000826,广发中证百度百发策略100A,-12.47,-19.25,-19.96,-24.74,-12.48,-25.13,-6.56,股票型
000409,鹏华环保产业股票,-8.49,-14.91,-17.14,-25.63,-6.55,-23.62,35.8,股票型
005268,鹏华优势企业股票,-11.47,-19.38,-22.18,0,0,-25.98,-25.91,股票型
001404,招商移动互联网产业股票,-12.87,-17.51,-24.78,-28.35,-14.67,-31.99,-41.1,股票型
005238,银华医疗健康量化优选股票C,-13.97,-19.58,-25.09,0,0,-19.4,-18.21,股票型
001416,嘉实事件驱动股票,-12.67,-18.47,-27.1,-33.92,-18.52,-32.82,-43.5,股票型
320014,诺安沪深300指数增强,-12.5,0,0,0,0,-10.41,-10.41,股票型
160633,鹏华中证全指证券公司,-1.95,-4.99,-17.95,-32.08,-19.13,-24.28,-58.5,股票型
150192,鹏华中证800地产指数A,0.39,1.07,2.27,4.5,4.5,3.7,22.07,股票型
004482,泰达宏利港股通优选股票A,-11.35,-16.19,-14.39,-13.72,0,-16.84,-0.2,股票型
001917,招商量化精选股票,-12.29,-19.41,-23.59,-29.26,-17.16,-27.85,-22.86,股票型
160620,鹏华中证A股资源产业,-10.21,-11.91,-18.46,-29.47,-9.39,-28.03,-33.19,股票型
161118,易方达中小板指数分级,-14.06,-22.35,-29,-35.76,-14.45,-33.98,1.66,股票型
001616,嘉实环保低碳股票,-12.17,-19.3,-33.91,-39.49,-12.43,-40.43,-7.6,股票型
161725,招商中证白酒指数分级,-28.81,-33.51,-24.08,-27.33,10.46,-29.87,25.07,股票型
000248,汇添富中证主要消费ETF联接,-21.69,-24.12,-21.4,-23.07,5.98,-27.38,13.36,股票型
161604,融通深证100指数A/B,-12.51,-19.15,-25.36,-32.25,-10.08,-31.83,207.72,股票型
005961,博时量化价值股票C,-6.36,-8,0,0,0,-8.05,-8.05,股票型
050002,博时沪深300指数A,-8.51,-10.71,-13.1,-17.19,1.78,-18.76,287.62,股票型
005310,广发电子信息传媒产业精选股票,-13.01,-21.16,-26.84,0,0,-33.58,-33.79,股票型
164508,国富中证100指数增强,-8.29,-8.29,-11.03,-14.22,6.8,-16.57,-6.26,股票型
005894,华夏优势精选股票,-2.25,0,0,0,0,-3.58,-3.58,股票型
160625,鹏华中证800证券保险指数,-1.27,-0.3,-9.08,-22.82,-7.06,-19.37,38.43,股票型
001051,华夏上证50ETF联接A,-6.9,-4.46,-6.38,-11.35,5.51,-12.92,-16.4,股票型
002621,中欧消费主题股票A,-13.37,-15.72,-14.63,-13.8,2.1,-17.95,5.6,股票型
162416,华宝港股通恒生香港35指数(LOF),-10.77,-13.12,-9.7,0,0,-9.25,-9.25,股票型
005106,银华农业产业股票,-10.22,-14.39,-15.29,-23.22,0,-25.07,-22.43,股票型
540012,汇丰晋信恒生A股行业龙头A,-11.24,-11.4,-12.4,-15.37,9.84,-18.09,64.6,股票型
502023,鹏华国证钢铁行业指数分级,-6.1,-14.3,-12.51,-17.75,-1.57,-18.07,-12.06,股票型
000831,工银瑞信医疗保健行业股票,-13.03,-21.36,-27.33,-18.13,-4.85,-17.06,21.5,股票型
002289,华商改革创新股票,-7.4,-9.55,-17.04,0,0,-17.84,-17.84,股票型
004075,交银施罗德医药创新股票,-11.1,-17.8,-20.44,-7.88,0,-6.36,4.56,股票型
000751,嘉实新兴产业股票,-15.28,-18.67,-19.05,-20.6,4.97,-21.07,70.8,股票型
399001,中海上证50指数增强,-6.78,-3.8,-3.63,-7.93,7.17,-9.87,11.4,股票型
001521,国寿安保成长优选股票,-12.74,-21.63,-26.77,-34.75,-8.82,-33.52,-13.29,股票型
165511,信诚中证500,-11.21,-17.03,-24.89,-32.09,-15.08,-29.48,9.83,股票型
001583,安信新常态沪港深精选股票,-10.18,-15.1,-16.35,-16.28,2.24,-19.57,8.5,股票型
003624,创金合信资源主题精选股票A,-13.56,-18.43,-23.38,-34.64,0,-32,-16.73,股票型
001719,工银瑞信国家战略主题股票,-11.76,-16.79,-20.71,-32.56,-13.15,-29.81,-24.2,股票型
110022,易方达消费行业股票,-19.2,-24.57,-21.28,-22.31,10.65,-26.51,71.3,股票型
163209,诺安中证创业成长指数分级,-14.09,-25.24,-34.92,-46.44,-26.46,-41.96,-25.75,股票型
161613,融通创业板指数A/B,-9.97,-18.35,-27.59,-29.59,-24.18,-24.85,47.26,股票型
501307,银河中证沪港深高股息指数(LOF)A,-9.3,-12.28,-13.77,0,0,-13.67,-13.67,股票型
000594,大摩华鑫进取优选股票,-11.53,-16.7,-21.39,-24.17,-8.03,-22.35,32.7,股票型
270026,广发中小板300ETF联接,-12.91,-22.22,-29,-36.64,-18.23,-33.58,-17.7,股票型
